[2025-07-16 10:22:12] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 1449.5
[2025-07-18 01:46:47] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 01:46:47] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 01:49:47] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 01:49:47] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 01:52:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 01:52:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 01:55:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 01:55:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 01:58:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 01:58:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:01:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:01:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:04:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:04:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:07:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:07:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:10:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:10:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:13:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:13:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:16:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:16:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:19:48] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:19:48] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:22:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:22:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:25:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:25:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:28:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:28:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:31:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:31:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:34:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:34:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:37:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:37:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:40:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:40:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:43:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:43:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:46:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:46:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:49:49] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:49:49] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:52:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:52:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:55:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:55:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 02:58:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 02:58:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:01:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:01:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:04:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:04:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:07:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:07:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:10:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:10:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:13:50] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:13:50] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:16:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:16:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:19:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:19:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:22:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:22:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:25:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:25:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:28:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:28:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:31:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:31:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:34:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:34:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:37:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:37:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:40:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:40:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:43:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:43:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:46:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:46:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:49:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:49:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:52:51] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:52:51] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:55:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:55:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 03:58:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 03:58:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:01:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:01:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:04:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:04:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:07:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:07:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:10:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:10:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:13:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:13:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:16:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:16:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:19:52] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:19:52] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:22:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:22:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:25:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:25:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:28:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:28:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:31:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:31:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:34:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:34:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:37:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:37:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:40:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:40:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:43:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:43:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:46:53] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:46:53] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:49:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:49:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:52:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:52:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:55:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:55:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 04:58:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 04:58:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:01:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:01:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:04:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:04:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:07:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:07:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:10:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:10:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:13:54] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:13:54] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:16:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:16:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:19:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:19:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:22:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:22:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:25:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:25:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:28:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:28:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:31:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:31:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:34:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:34:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:37:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:37:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:40:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:40:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:43:55] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:43:55] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:46:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:46:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:49:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:49:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:52:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:52:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:55:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:55:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 05:58:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 05:58:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:01:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:01:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:04:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:04:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:07:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:07:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:10:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:10:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:13:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:13:56] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:16:56] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:16:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:19:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:19:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:22:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:22:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:25:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:25:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:28:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:28:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:31:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:31:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:34:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:34:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:37:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:37:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:40:57] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:40:57] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:43:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:43:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:46:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:46:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:49:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:49:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:52:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:52:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:55:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:55:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 06:58:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 06:58:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:01:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:01:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:04:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:04:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:07:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:07:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:10:58] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:10:58] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:13:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:13:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:16:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:16:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:19:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:19:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:22:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:22:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:25:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:25:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:28:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:28:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
[2025-07-18 07:31:59] 🔁 Skipped duplicate: Manchester United vs Chelsea | 1X2 | Profit: 5206.46
[2025-07-18 07:31:59] 🔁 Skipped duplicate: Barcelona vs Real Madrid | Over/Under 2.5 | Profit: 5846.15
